key,name,description,attached to,layer,type,url
social-science.political-science.military-sciences.tactics.morale,Morale,Study of morale and its impact on combat effectiveness.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Morale
social-science.political-science.military-sciences.tactics.naval-tactics,Naval tactics,Study of tactical operations in naval combat.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Naval_tactics
social-science.political-science.military-sciences.tactics.siege,Siege,Study of siege tactics and prolonged assault operations.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Siege
social-science.political-science.military-sciences.tactics.surgical-strike,Surgical strike,Study of precision strikes and targeted operations.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Surgical_strike
social-science.political-science.military-sciences.tactics.tactical-objective,Tactical objective,Study of tactical objectives and mission goals.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Tactical_objective
social-science.political-science.military-sciences.tactics.trench-warfare,Trench warfare,Study of trench warfare tactics and defensive systems.,Tactics|0,6,S,https://en.wikipedia.org/wiki/Trench_warfare
social-science.political-science.military-sciences.military-weapons,Military weapons,Study of categories and roles of military weapons.,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Weapon
social-science.political-science.military-sciences.military-weapons.armor,Armor,Study of armored vehicles and protection systems.,Military weapons|0;Technology|1,6,S,https://en.wikipedia.org/wiki/Armoured_warfare
social-science.political-science.military-sciences.military-weapons.biological,Biological,Study of biological weapons and their implications.,Military weapons|0;Biology|1,6,S,https://en.wikipedia.org/wiki/Biological_warfare
social-science.political-science.military-sciences.military-weapons.cavalry,Cavalry,"Study of cavalry forces, their organization, tactics, and historical role in warfare.",Military weapons|0,6,S,https://en.wikipedia.org/wiki/Cavalry
social-science.political-science.military-sciences.military-weapons.conventional,Conventional,Study of conventional weapons and standard armaments.,Military weapons|0;Technology|1,6,S,https://en.wikipedia.org/wiki/Conventional_warfare
social-science.political-science.military-sciences.military-weapons.chemical,Chemical,Study of chemical weapons and their effects.,Military weapons|0;Chemistry|1,6,S,https://en.wikipedia.org/wiki/Chemical_warfare
social-science.political-science.military-sciences.military-weapons.cyber,Cyber,Study of cyber weapons and digital attack tools.,Military weapons|0;Computer science|1,6,S,https://en.wikipedia.org/wiki/Cyberweapon
social-science.political-science.military-sciences.military-weapons.economic,Economic,Study of economic weapons and coercive financial measures.,Military weapons|0,6,S,https://en.wikipedia.org/wiki/Economic_warfare
social-science.political-science.military-sciences.military-weapons.electronic,Electronic,Study of electronic weapons and electromagnetic systems.,Military weapons|0;Physics|1,6,S,https://en.wikipedia.org/wiki/Electronic_warfare
social-science.political-science.military-sciences.military-weapons.infantry,Infantry,Study of infantry weapons and ground combat arms.,Military weapons|0;Technology|1,6,S,https://en.wikipedia.org/wiki/Infantry
social-science.political-science.military-sciences.military-weapons.nuclear,Nuclear,Study of nuclear weapons and deterrence effects.,Military weapons|0;Physics|1,6,S,https://en.wikipedia.org/wiki/Nuclear_warfare
social-science.political-science.military-sciences.military-weapons.psychological,Psychological,Study of psychological weapons and influence operations.,Military weapons|0,6,S,https://en.wikipedia.org/wiki/Psychological_warfare
social-science.political-science.military-sciences.military-weapons.unconventional,Unconventional,Study of unconventional weapons and atypical armaments.,Military weapons|0;Technology|1,6,S,https://en.wikipedia.org/wiki/Unconventional_warfare
social-science.political-science.military-sciences.other-military,Other Military,Study of other military concepts and practices.,Military sciences|0,5,S,
social-science.political-science.military-sciences.other-military.arms-control,Arms control,Study of treaties and policies limiting weapons.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Arms_control
social-science.political-science.military-sciences.other-military.arms-race,Arms race,Study of competitive military buildup between states.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Arms_race
social-science.political-science.military-sciences.other-military.assassination,Assassination,Study of targeted killing as a political tool.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Assassination
social-science.political-science.military-sciences.other-military.asymmetric-warfare,Asymmetric warfare,Study of conflicts between unequal forces and tactics.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Asymmetric_warfare
social-science.political-science.military-sciences.other-military.civil-defense,Civil defense,Study of protecting civilians during conflict and disasters.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Civil_defense
social-science.political-science.military-sciences.other-military.clandestine-operation,Clandestine operation,Study of secret military operations and planning.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Clandestine_operation
social-science.political-science.military-sciences.other-military.collateral-damage,Collateral damage,Study of unintended harm in military operations.,Other Military|0;Ethics|1,6,S,https://en.wikipedia.org/wiki/Collateral_damage
social-science.political-science.military-sciences.other-military.cold-war-general-term,Cold war (general term),Study of the Cold War as a geopolitical conflict.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Cold_war_(general_term)
social-science.political-science.military-sciences.other-military.combat,Combat,Study of combat engagement and battlefield action.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Combat
social-science.political-science.military-sciences.other-military.covert-operation,Covert operation,Study of covert military operations and tactics.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Covert_operation
social-science.political-science.military-sciences.other-military.cyberwarfare,Cyberwarfare,Study of cyber conflict and digital warfare.,Other Military|0;Computer science|1,6,S,https://en.wikipedia.org/wiki/Cyberwarfare
social-science.political-science.military-sciences.other-military.defense-industry,Defense industry,Study of defense production industries and procurement.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Defense_industry
social-science.political-science.military-sciences.other-military.disarmament,Disarmament,Study of arms reduction and disarmament policy.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Disarmament
social-science.political-science.military-sciences.other-military.intelligence-agency,Intelligence agency,Study of intelligence agencies and their roles.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Intelligence_agency
social-science.political-science.military-sciences.other-military.laws-of-war,Laws of war,Study of legal rules governing warfare.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Laws_of_war
social-science.political-science.military-sciences.other-military.mercenary,Mercenary,Study of mercenary forces and private combatants.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Mercenary
social-science.political-science.military-sciences.other-military.military-campaign,Military campaign,Study of military campaigns and operational planning.,Other Military|0,6,S,https://en.wikipedia.org/wiki/Military_campaign
